id,car_2010,truc_2010,car_2011,truc_2011,car_2012,truc_2012,car_2013,truc_2013,car_2014,truc_2014,car_2015,truc_2015,car_2016,truc_2016,car_2017,truc_2017,car_2018,truc_2018,car_2019,truc_2019,car_2020,truc_2020,car_2021,truc_2021,car_2022,truc_2022,car_2023,truc_2023,datum_exportu,ObjectId,GlobalID,traffic_volume,length_km,accident_count,accident_severity,accidents_per_km,severity_per_km,danger_index
274,8,6,12,7,12,7,10,7,10,7,10,7,10,6,10,6,10,10,10,10,10,10,10,10,11,10,11,10,"Wed, 26 Feb 2025 00:00:00 GMT",585,967a9cef-62fc-4136-a09b-c29d2c27cd39,21.0,0.7158972857922868,131.0,98.71735074626865,182.9871443848564,137.8931764450227,17989.977357471977
150,40,9,41,10,42,11,42,11,43,11,46,10,47,10,47,10,49,10,50,10,49,10,50,10,50,10,50,10,"Wed, 26 Feb 2025 00:00:00 GMT",35,d6f3ed8e-7d85-459d-82c8-925cf8adee2a,60.0,0.9041792511617669,368.0,356.1588059701492,406.9989435470479,393.9028743609477,17986.432619221356
499,16,15,16,15,16,15,19,18,19,18,19,18,19,18,19,18,19,18,21,25,21,25,21,25,21,25,21,25,"Wed, 26 Feb 2025 00:00:00 GMT",217,e380fb02-bff6-465d-90a1-463c9241ad34,46.0,0.28921059875690336,56.0,86.93283582089552,193.6305247480606,300.5866181756607,17902.71698485174
464,10,10,10,10,11,10,11,10,11,10,11,10,10,10,11,10,12,11,12,11,12,11,12,11,12,11,13,10,"Wed, 26 Feb 2025 00:00:00 GMT",297,91473ba0-c884-4cc9-9901-e6ac4493ee73,23.0,0.31825983750495174,41.0,47.78059701492537,128.82555436911542,150.1307780130503,17883.356523293663
173,7,7,7,8,7,9,7,9,7,9,7,9,7,9,7,9,10,10,10,10,9,10,9,10,9,10,11,14,"Wed, 26 Feb 2025 00:00:00 GMT",495,8a2d0366-c968-46f9-a688-4204dda38c7f,25.0,0.528600345389024,40.0,86.24944029850747,75.67153587567552,163.16569039513604,17881.171550151896
406,10,8,10,8,9,8,9,8,9,8,9,8,11,6,11,6,11,6,11,6,11,6,11,6,11,12,11,12,"Wed, 26 Feb 2025 00:00:00 GMT",240,e66ddaca-76b2-4f21-b1d6-562bfcd366b2,23.0,0.4185181338085051,64.0,62.06100746268656,152.92049454966627,148.2874992725712,17663.787882378943
375,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,8,2,8,2,8,"Wed, 26 Feb 2025 00:00:00 GMT",275,af339160-23c0-4570-a344-6f4339ced2ca,10.0,0.5178667933345212,91.0,32.779104477611945,175.72086330165146,63.29640150616484,17341.479864702695
405,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,6,11,6,11,"Wed, 26 Feb 2025 00:00:00 GMT",236,7511391b-fa04-45af-9b35-1d4ba8270369,17.0,1.0433303340402347,103.0,111.35186567164178,98.72232852766642,106.72733461169321,17200.21508649367
478,11,12,11,12,11,12,12,11,12,11,13,15,13,15,13,15,13,15,16,12,17,12,16,11,17,10,18,13,"Wed, 26 Feb 2025 00:00:00 GMT",343,87babb35-eea7-4f39-b126-121543657963,31.0,0.8108987062188012,103.0,155.07630597014926,127.01956386178765,191.2400461128689,16901.462316647714
206,7,10,7,10,8,10,8,10,8,10,8,10,7,8,7,8,7,8,7,8,10,8,10,8,10,10,11,9,"Wed, 26 Feb 2025 00:00:00 GMT",536,8d582b41-4b75-439f-9214-53be414fef74,20.0,1.7897102187018503,165.0,220.81417910447763,92.19369609437734,123.37985043447041,16901.34937458499
53,16,6,15,6,15,6,12,6,12,6,11,6,11,6,12,6,12,6,11,7,11,7,11,7,11,7,11,7,"Wed, 26 Feb 2025 00:00:00 GMT",230,3528b127-457c-41e7-96b4-b039d47d95ff,18.0,0.2593205769438569,71.0,28.701679104477613,273.7923879267458,110.68029942988885,16846.316503788257
462,5,8,6,9,7,10,7,10,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,"Wed, 26 Feb 2025 00:00:00 GMT",201,44ffe253-35b5-49b2-997d-d69060174ee6,15.0,0.7419701771627726,91.0,67.84798507462686,122.64643890132598,91.44300830805825,16701.91932567274
381,33,9,33,11,33,11,39,10,40,10,42,10,42,10,42,10,43,11,43,11,43,13,44,12,44,12,44,12,"Wed, 26 Feb 2025 00:00:00 GMT",259,d75b87a1-b28d-4d1f-a7db-340123e61aab,56.0,0.6843277224769412,194.0,230.17406716417912,283.48990348924076,336.35063961906786,16455.51074457279
148,44,9,45,10,47,11,47,11,48,11,52,10,53,10,53,10,54,10,55,10,54,10,54,10,54,10,54,10,"Wed, 26 Feb 2025 00:00:00 GMT",39,01396d5d-4ee0-4cd6-82e1-a02262c132c2,64.0,0.5475132363961458,251.0,204.45037313432834,458.4364053956722,373.41631132073866,15985.287299689156
234,7,7,7,9,7,9,6,8,8,8,9,8,9,8,9,8,10,7,10,7,10,7,10,7,10,7,10,7,"Wed, 26 Feb 2025 00:00:00 GMT",587,71d6e3d7-731c-4ccc-a924-696a4c621ddc,17.0,0.2884851753131747,45.0,28.55597014925373,155.98721823798658,98.9859188370905,15952.605775518212
521,15,12,15,12,15,12,14,12,15,12,15,12,16,12,18,16,18,16,18,16,17,16,17,16,17,20,17,20,"Wed, 26 Feb 2025 00:00:00 GMT",392,a1e6eb5e-2af3-47d0-9ebb-23fc7851527e,37.0,0.7657357664444042,106.0,162.1453358208955,138.42895244687003,211.7510281304954,15679.45413776345
435,21,6,21,6,21,6,21,6,20,8,20,8,20,8,20,8,20,8,20,8,20,8,20,8,20,10,20,10,"Wed, 26 Feb 2025 00:00:00 GMT",302,445b4e1c-aac2-4e73-b7c6-7a93a63506ac,30.0,1.3919055701239296,232.0,237.7141791044776,166.67797369281573,170.7832659102819,15596.64528861022
565,48,17,48,17,48,17,48,17,48,17,48,17,48,17,50,24,54,24,56,24,56,24,59,24,65,24,65,24,"Wed, 26 Feb 2025 00:00:00 GMT",468,c5498865-77a9-4678-bf5d-21110cc4dab4,89.0,0.4889662268812217,279.0,245.52910447761195,570.5915555345173,502.13918871999147,15457.570839464106
445,35,10,36,11,37,11,35,11,34,10,34,10,34,10,34,10,34,10,34,10,33,8,34,9,35,10,35,10,"Wed, 26 Feb 2025 00:00:00 GMT",370,4cc3c978-8b79-40dc-8a60-fd896ffcbfb6,45.0,0.778496869137037,155.0,197.3061567164179,199.1016356582363,253.44502275922005,15430.442785949472
321,0,0,0,0,0,0,48,10,48,10,50,10,50,10,52,11,54,13,54,13,54,13,55,13,56,15,56,15,"Wed, 26 Feb 2025 00:00:00 GMT",186,9855847c-36e7-4c46-9028-d6736939a3c4,71.0,0.07312713278964893,46.0,28.97873134328358,629.041482213169,396.2787851486157,15291.483123620132
408,6,7,6,7,7,7,6,10,6,10,7,12,7,12,7,10,7,10,7,10,7,10,6,10,6,10,7,13,"Wed, 26 Feb 2025 00:00:00 GMT",301,a6c1beac-7fd9-40d7-a053-dd175a162dc8,20.0,1.838709117879931,184.0,205.04160447761197,100.07020589105238,111.51388900166498,15275.87520570753
398,10,10,10,10,11,10,11,10,12,10,12,11,12,11,13,11,13,11,12,10,12,10,13,10,13,10,12,12,"Wed, 26 Feb 2025 00:00:00 GMT",300,19a4c89f-8d75-4cdb-bd3e-313b85e16852,24.0,0.41330334297160837,71.0,55.250559701492534,171.78665792905844,133.68040844830026,15260.320599121033
493,10,17,10,17,10,17,12,20,11,22,11,23,11,23,11,23,12,15,12,15,11,15,11,15,10,20,11,20,"Wed, 26 Feb 2025 00:00:00 GMT",396,9d900115-4f23-4f7c-8357-3d9dc866c21b,31.0,1.1761565296627234,171.0,202.5059701492537,145.38881151221958,172.1760369832106,15216.618381194043
300,0,0,0,0,0,0,0,0,0,0,7,5,7,5,7,5,8,8,8,8,7,10,7,10,7,10,8,10,"Wed, 26 Feb 2025 00:00:00 GMT",557,39a92788-3c73-4983-b3fd-aa7258f791b4,18.0,1.1177767135624859,81.0,111.71828358208955,72.46527774034894,99.94686973396524,15212.61335372378
494,16,12,16,12,15,12,16,16,16,16,16,15,17,14,18,13,16,21,16,21,15,20,15,20,15,20,16,19,"Wed, 26 Feb 2025 00:00:00 GMT",348,56e96a1b-4a1c-4c28-8a9a-b0a440af530e,35.0,0.9087804203480924,143.0,176.36641791044775,157.35374222216007,194.06934168200246,15191.337900743833
366,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,10,2,10,2,10,2,10,2,10,2,10,"Wed, 26 Feb 2025 00:00:00 GMT",25,3862946f-baff-4981-99b9-39a348f83ced,12.0,0.8098429148606501,91.0,53.591044776119396,112.36747069110112,66.17461706797894,15108.360061182406
589,2,15,2,15,2,15,2,15,2,15,2,15,2,15,2,15,3,25,3,25,3,25,3,25,3,25,3,25,"Wed, 26 Feb 2025 00:00:00 GMT",411,6506171b-2ac7-43b9-8c56-dd2be787b479,28.0,1.4878755844005402,152.0,227.12026119402984,102.15907942413092,152.64734738256746,14936.139665613255
367,3,17,3,17,3,17,3,17,3,17,3,17,3,17,3,17,3,20,3,11,3,11,3,11,3,11,3,11,"Wed, 26 Feb 2025 00:00:00 GMT",23,46787d66-ddd9-410d-906c-f851546f51d9,14.0,1.065440284821487,107.0,80.88899253731343,100.42796534385566,75.92071905828703,14857.283573050301
587,7,15,6,15,6,15,7,16,6,16,6,16,6,16,6,16,8,20,8,20,9,20,9,20,9,19,9,19,"Wed, 26 Feb 2025 00:00:00 GMT",407,26fdb43c-dc3a-4afa-9525-4c7a5bd31615,28.0,1.1424374716054861,140.0,172.63041044776116,122.54500003685602,151.1070975334526,14785.430287030586
204,2,12,2,12,2,13,2,13,2,13,2,13,2,13,2,13,2,13,2,13,3,10,3,10,3,10,3,10,"Wed, 26 Feb 2025 00:00:00 GMT",542,ab05b124-acb8-4649-a648-2111ba648d6c,13.0,0.898472666621227,91.0,62.873694029850746,101.28299210504893,69.97841600044654,14747.822128650483
588,7,12,7,12,7,12,7,12,7,12,7,12,7,12,8,12,8,12,8,12,8,12,8,12,8,14,8,14,"Wed, 26 Feb 2025 00:00:00 GMT",409,1eeb73c3-1a03-4d07-b7f2-92e38072a269,22.0,0.8415262542223265,86.0,99.14425373134327,102.1952667174651,117.81480759975186,14671.831581538212
448,5,5,5,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,"Wed, 26 Feb 2025 00:00:00 GMT",307,d962a041-8e3d-43a6-86b1-c272abb7b624,11.0,1.1550995875820125,116.0,67.91548507462686,100.4242415520419,58.79621619188296,14644.138528488906
484,15,12,15,12,15,12,15,12,15,12,15,11,15,11,15,11,15,11,15,11,14,11,14,11,14,15,14,15,"Wed, 26 Feb 2025 00:00:00 GMT",365,6aea6e24-ec3b-4460-ab56-b22ba06273af,29.0,0.7915153708984981,137.0,121.69384328358208,173.08571006584853,153.74792171810873,14525.075268597895
211,7,11,7,11,7,11,8,11,8,11,9,11,10,8,11,8,11,8,11,8,11,10,12,10,11,12,13,11,"Wed, 26 Feb 2025 00:00:00 GMT",535,b2beef2c-03e7-4aa3-ac1c-a312cbc010f0,24.0,1.8550387217788709,145.0,233.4662313432836,78.16548425520395,125.85517951851888,14367.029625401698
529,7,13,7,13,7,13,7,13,7,13,7,15,7,15,7,15,7,15,8,13,8,13,8,13,8,13,8,13,"Wed, 26 Feb 2025 00:00:00 GMT",388,13470628-cda3-4075-9cd3-19f48e5fadea,21.0,1.0385944039028798,88.0,113.36828358208956,84.72990001612698,109.1554924194361,14240.768743566354
501,5,7,5,7,5,7,5,7,5,7,5,7,4,9,4,9,4,9,5,9,5,9,5,9,5,9,5,9,"Wed, 26 Feb 2025 00:00:00 GMT",351,65075752-a63d-49cd-8773-a9ef44f866af,14.0,0.8118646854037711,83.0,58.81473880597015,102.2337853736315,72.44401667344276,14176.911286388016
352,3,10,3,10,3,10,3,10,3,10,3,10,3,12,3,12,4,14,4,14,4,14,4,14,4,14,4,14,"Wed, 26 Feb 2025 00:00:00 GMT",34,1af76561-eccf-4c5d-a9c9-8b6aa579195e,18.0,0.8340335838605556,88.0,77.40708955223882,105.51133875529042,92.81051872508377,14126.410764852932
403,5,13,5,13,5,13,5,13,5,13,5,13,5,15,5,15,5,15,5,15,5,15,5,15,6,16,6,16,"Wed, 26 Feb 2025 00:00:00 GMT",238,e55b9a78-6696-4310-bc33-690ab80f6c9e,22.0,0.7519742033560998,87.0,84.37705223880596,115.69545818422294,112.2073760804916,13973.521305167073
351,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,6,12,6,12,6,12,6,12,6,12,6,12,"Wed, 26 Feb 2025 00:00:00 GMT",36,37fc266f-c84e-4550-bc8a-f6d9d1f63284,18.0,1.0292858191497507,87.0,93.49682835820896,84.52462705827134,90.8366040012508,13825.967123478053
278,3,11,3,11,3,11,3,11,3,11,3,11,3,9,3,9,3,9,3,9,4,7,4,7,5,11,4,10,"Wed, 26 Feb 2025 00:00:00 GMT",549,13ad3a10-c0e8-4393-9044-bc97225b83d7,14.0,2.206259987607937,146.0,155.78136194029852,66.17533782058732,70.60879625034546,13817.768346447254
210,2,14,2,14,2,14,2,14,2,16,2,16,2,16,2,16,3,16,3,16,2,15,2,15,2,15,4,11,"Wed, 26 Feb 2025 00:00:00 GMT",547,e4147f35-7872-4dd3-90e9-fa3d2860e022,15.0,3.004699098598177,137.0,227.2651119402985,45.59524781164159,75.63656275809035,13814.897307413763
567,3,12,3,12,3,12,3,12,3,12,3,12,3,12,3,12,2,15,2,15,2,15,3,11,3,11,3,11,"Wed, 26 Feb 2025 00:00:00 GMT",457,3b0657b5-6255-40b1-be62-6226be0cdc9f,14.0,1.3371819709804833,73.0,93.70783582089551,54.59242016737112,70.078596522046,13714.011061065754
276,8,10,7,10,6,9,6,7,6,7,7,10,7,10,7,10,7,10,7,12,8,11,8,12,8,12,8,12,"Wed, 26 Feb 2025 00:00:00 GMT",573,df5be0ac-7736-43b2-90e7-a0f6d0d871e0,20.0,0.426034889215085,45.0,42.50708955223881,105.62515216278828,99.7737289322776,13667.634100312001
555,10,15,10,15,10,15,12,17,13,19,13,19,12,18,12,18,12,18,12,18,12,18,12,18,13,17,13,20,"Wed, 26 Feb 2025 00:00:00 GMT",398,3e76a3b2-ef13-4e42-973f-55ec893a1d64,33.0,1.8811975003349533,185.0,307.707276119403,98.34161483154223,163.56989421079643,13579.89989296774
365,4,13,4,13,4,13,4,13,4,13,4,13,4,13,4,13,5,18,5,18,5,18,5,18,5,18,5,18,"Wed, 26 Feb 2025 00:00:00 GMT",21,69bd52b1-32ba-4692-8818-9d822c57d8ad,23.0,0.24691987524165876,45.0,27.95839552238806,182.2453537041472,113.22861513284572,13487.62538806977
472,4,14,4,14,4,14,4,14,4,14,6,20,6,20,7,20,7,18,8,12,9,12,9,12,9,12,10,15,"Wed, 26 Feb 2025 00:00:00 GMT",329,0efbe13f-479d-497e-933c-f06d2264d1ae,25.0,0.8226787646952077,36.0,100.01194029850745,43.759486138356266,121.56864208785143,13322.590913737144
571,7,15,7,15,7,15,7,15,7,15,8,15,8,15,8,15,7,18,7,18,7,18,8,18,8,18,8,18,"Wed, 26 Feb 2025 00:00:00 GMT",455,01f244f3-f5b8-4f8d-a9ec-cc9fab0306fb,26.0,1.2821387248229466,95.0,161.98600746268656,74.0949463273709,126.34046872350383,13313.010402898191
297,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,"Wed, 26 Feb 2025 00:00:00 GMT",560,a5ec5b4c-18fe-4d2a-b113-a106c870f760,5.0,0.7784559413040876,36.0,18.905223880597013,46.245391794032635,24.285541258669745,13307.145895161504
285,3,15,3,15,3,15,3,15,3,15,3,15,3,15,3,15,3,18,3,18,3,18,3,18,3,18,4,19,"Wed, 26 Feb 2025 00:00:00 GMT",550,92a89e67-4b0b-4649-86ae-ad41de89a71d,23.0,0.24188342901292814,27.0,27.009514925373132,111.62401703242313,111.66335385434581,13301.173776574844
176,6,7,6,7,7,7,7,7,7,7,7,7,8,6,8,6,8,6,8,6,8,6,8,6,8,6,8,6,"Wed, 26 Feb 2025 00:00:00 GMT",545,f35a6d0a-c628-4f89-89ae-20d9de34dd6f,14.0,1.3950533913424399,108.0,93.60671641791045,77.4163918529836,67.09902072481545,13130.92382090322
461,6,9,6,9,7,11,7,11,7,9,7,9,7,9,7,9,7,9,7,12,7,12,7,12,7,12,7,11,"Wed, 26 Feb 2025 00:00:00 GMT",323,fa962caf-6ba5-48b8-8a41-04ae9783e3af,18.0,0.6018501736705433,72.0,51.578208955223886,119.63110280568478,85.69941691743722,13044.051281192878
219,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,"Wed, 26 Feb 2025 00:00:00 GMT",65,c1344756-2b35-4abe-9792-2c52a5ad83e2,7.0,1.3150355523290556,84.0,43.78824626865672,63.87660002897096,33.29814634372697,13032.542600284529
155,9,7,9,7,10,7,10,6,10,6,10,6,11,7,11,7,11,7,11,7,12,7,12,7,12,7,11,9,"Wed, 26 Feb 2025 00:00:00 GMT",546,a269d586-8ed2-4c63-aabd-cd3ac7244bc3,20.0,0.6827336264654739,70.0,64.9358208955224,102.52900587655459,95.11150231708447,13028.972920148557
558,16,15,16,15,16,15,16,15,16,18,16,18,16,18,17,17,17,17,17,17,16,17,19,16,18,17,17,15,"Wed, 26 Feb 2025 00:00:00 GMT",403,3865522e-a7c6-4a70-910d-d40ab71a5c71,32.0,0.25023158026209824,72.0,37.61082089552239,287.73346643371536,150.30405377342043,12868.497754573667
460,5,10,5,12,6,12,6,12,7,11,7,11,7,11,7,11,7,11,7,11,7,11,7,11,7,11,7,11,"Wed, 26 Feb 2025 00:00:00 GMT",324,7cde4447-555d-486e-b17b-564c86820681,18.0,1.2346813441330264,171.0,104.12074626865675,138.4972736589565,84.33005549441478,12835.624884994639
171,10,8,10,8,10,9,10,9,10,9,10,9,10,9,10,9,12,12,12,12,11,11,11,11,11,11,14,15,"Wed, 26 Feb 2025 00:00:00 GMT",496,c09c87d8-8bbf-46ea-a3c8-b4f89c9446a4,29.0,0.50943185418165,93.0,69.0535447761194,182.55631098961203,135.55011177510056,12805.867905063822
175,7,7,7,8,7,9,7,9,7,9,7,9,7,9,7,9,10,11,10,11,9,10,9,10,9,10,11,14,"Wed, 26 Feb 2025 00:00:00 GMT",493,bc956fd3-fb6a-4584-a4fe-c827df408da9,25.0,0.3903647614490243,108.0,44.24496268656716,276.66431672548174,113.34261453910686,12421.10844264185
273,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,9,3,9,3,9,3,9,3,9,3,9,"Wed, 26 Feb 2025 00:00:00 GMT",583,72a3f186-3e5d-4842-b3e6-ac137dd1b692,12.0,0.9362541767049032,68.0,50.840298507462684,72.62984955572897,54.301812234784805,12397.674026206576
251,30,10,31,10,34,10,33,6,34,6,33,5,34,5,35,7,36,9,36,9,35,10,36,10,35,10,35,10,"Wed, 26 Feb 2025 00:00:00 GMT",57,8ae02f41-d1da-4e34-9178-a1916629f4f6,45.0,1.0192156281559412,207.0,204.98628731343283,203.09735671393057,201.12160925584794,12244.846834450409
545,11,14,15,15,16,12,17,11,18,12,20,11,19,9,19,11,19,11,19,11,18,11,17,12,18,13,19,14,"Wed, 26 Feb 2025 00:00:00 GMT",450,70f7fc46-7aa3-4c1f-97ee-89129ec39022,33.0,1.0422517292595677,161.0,153.59085820895524,154.47323854706096,147.36445514757614,12234.491917606985
177,3,10,3,10,3,10,3,10,3,10,3,10,3,10,3,10,3,10,3,10,4,10,4,10,4,10,4,10,"Wed, 26 Feb 2025 00:00:00 GMT",543,700db037-21ab-44df-bf71-d99b674232c8,14.0,1.0726423710357422,50.0,66.8964552238806,46.613858775427694,62.36603832765384,12204.704173709166
534,6,9,6,9,6,9,6,9,6,9,6,9,6,9,6,10,7,10,8,13,8,13,8,13,8,13,8,13,"Wed, 26 Feb 2025 00:00:00 GMT",391,ab7c7b66-1402-4b19-85f5-76aca48217c3,21.0,1.193431520384047,93.0,108.62294776119401,77.92654912455517,91.01732768566316,11874.406743074123
218,6,4,6,4,6,4,7,5,7,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,6,"Wed, 26 Feb 2025 00:00:00 GMT",115,db42e74d-4e02-44d3-b4c4-ba2ba248644c,12.0,0.49072493333272665,26.0,25.403638059701493,52.98283872274979,51.76757147262587,11819.08024489175
263,5,10,5,10,4,9,4,9,4,9,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,4,11,"Wed, 26 Feb 2025 00:00:00 GMT",589,1f9b3e46-926f-4454-8dd0-cdc1d1b09b88,15.0,0.7298494538614798,68.0,46.757835820895515,93.16989913498779,64.06504187063462,11701.377510618195
290,6,11,6,11,6,11,6,11,6,11,6,11,9,10,9,10,9,10,9,10,9,10,9,10,9,10,9,10,"Wed, 26 Feb 2025 00:00:00 GMT",565,f61121ac-c9ab-45b1-a183-f49b3ef50f03,19.0,0.6903581759847607,34.0,55.93759328358209,49.249796964453616,81.02691505578241,11683.76568937021
420,6,10,6,10,6,10,6,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,6,12,6,12,6,12,"Wed, 26 Feb 2025 00:00:00 GMT",317,72920504-d351-4538-ae39-ff77a5193070,18.0,1.09045113256691,164.0,83.65130597014925,150.39646904116262,76.7125673694657,11676.189858366164
136,25,9,24,8,22,9,22,9,23,9,23,9,22,9,22,10,22,10,22,10,0,0,0,0,1,90,1,90,"Wed, 26 Feb 2025 00:00:00 GMT",437,3f4c0518-ec9e-4a37-96f8-9b38eafa7ec9,91.0,0.7970271882155165,444.0,306.9183208955224,557.0700806255836,385.07885983499415,11593.52280099335
103,5,7,5,7,5,7,5,7,5,7,5,7,5,7,6,9,6,9,6,9,5,14,5,14,5,14,5,14,"Wed, 26 Feb 2025 00:00:00 GMT",51,6e005c38-1aea-4ba4-bf6a-b9a16aa8fe9b,19.0,0.868827674015147,151.0,69.54070895522388,173.7974105983271,80.0397029641709,11541.413549267612
247,0,0,0,0,0,0,12,11,13,11,15,10,16,10,15,10,17,13,17,13,17,13,17,13,17,15,17,15,"Wed, 26 Feb 2025 00:00:00 GMT",187,84b8ef96-99a2-49b5-b1eb-6c8bc77a0b7c,32.0,1.3380677713275613,318.0,179.64932835820895,237.65612386321578,134.26026110767933,11494.885368808162
468,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,10,2,10,2,10,2,10,2,10,2,10,2,10,"Wed, 26 Feb 2025 00:00:00 GMT",199,672624d6-69a8-4549-81f2-debc54061c4c,12.0,0.4110479444094455,39.0,20.670895522388058,94.87944297113926,50.288283407148604,11481.343243641233
249,6,8,6,8,6,8,5,7,5,7,5,7,5,7,5,12,5,12,5,12,4,13,4,13,5,14,5,14,"Wed, 26 Feb 2025 00:00:00 GMT",15,21ba3b80-46ae-4d99-8e12-cda1923bd147,19.0,0.2867777434466579,41.0,22.65914179104478,142.9678590368928,79.01290218241603,11393.352874176788
510,0,0,0,0,0,0,0,0,0,0,4,19,4,19,5,22,5,22,5,22,4,20,4,20,5,30,5,30,"Wed, 26 Feb 2025 00:00:00 GMT",362,ace5784e-06c2-469d-b0cd-13d2cd79f0b2,35.0,1.2429349348690966,140.0,178.4891791044776,112.63662809086988,143.6029948931122,11240.93893488158
280,2,12,2,12,2,12,2,12,2,12,2,12,2,12,2,12,4,10,4,10,5,10,5,10,5,10,6,10,"Wed, 26 Feb 2025 00:00:00 GMT",552,435ce905-9ba4-40fc-a36e-58b063dcb202,16.0,0.4057744853639735,19.0,26.595708955223877,46.82403819194618,65.54307851901515,11223.129883393007
213,13,13,13,13,13,13,13,13,14,15,15,15,17,13,17,13,18,12,18,12,17,12,18,15,18,17,19,20,"Wed, 26 Feb 2025 00:00:00 GMT",529,b86e9417-a105-4a0a-911f-ec61d3a0af36,39.0,0.4119146222972326,86.0,64.93722014925373,208.78112925533253,157.64728085422476,11074.62457704424
282,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,5,12,5,12,5,12,5,12,5,12,6,14,"Wed, 26 Feb 2025 00:00:00 GMT",548,8c843f6f-559c-4410-9d38-96234ede254c,20.0,0.21630986180956802,26.0,17.343656716417907,120.1979409653062,80.17968562009754,10983.518578095554
581,4,16,4,18,4,18,4,14,4,14,5,15,5,15,4,15,4,22,5,15,4,15,5,14,5,14,5,15,"Wed, 26 Feb 2025 00:00:00 GMT",412,9ae14cd0-3546-4818-8a26-d11494b815ce,20.0,1.4551950971004013,91.0,116.57555970149252,62.53457023139039,80.10991786172117,10973.961350920708
504,7,16,7,16,7,16,7,16,7,20,7,20,7,20,7,20,7,18,7,18,6,18,6,18,8,18,8,18,"Wed, 26 Feb 2025 00:00:00 GMT",395,1384c3c9-4223-4838-bbed-3fbe333ccf8e,26.0,1.4348995230102293,86.0,149.16753731343286,59.93451013181981,103.95678228430874,10954.350082645811
212,8,11,8,13,8,13,9,11,9,11,10,11,11,11,12,11,13,10,13,13,12,12,13,13,13,18,15,15,"Wed, 26 Feb 2025 00:00:00 GMT",534,70a61fc3-5006-4694-bdb4-b8e82972c43a,30.0,1.0125166593257493,51.0,119.70410447761192,50.369541607307184,118.22433080491214,10796.742539261384
154,10,6,10,8,10,8,9,7,9,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,10,7,12,9,"Wed, 26 Feb 2025 00:00:00 GMT",521,2c469e87-8ed4-49eb-ab63-cb6cec5e4c40,21.0,1.1770040419477041,97.0,96.77313432835821,82.41263117455789,82.2198827526694,10726.66441652569
556,4,12,4,15,4,15,4,15,4,15,4,15,4,14,5,13,5,13,6,15,5,15,3,18,3,18,4,15,"Wed, 26 Feb 2025 00:00:00 GMT",399,aace939d-1aa0-464d-a1b3-dfc4208eb02f,19.0,2.6201099456066936,126.0,193.25578358208952,48.089585023434715,73.75865425270946,10635.71077904967
401,8,10,8,10,8,10,8,10,8,10,8,10,9,10,9,10,9,10,9,10,9,10,9,10,10,12,10,12,"Wed, 26 Feb 2025 00:00:00 GMT",243,626f0106-22c9-4b5d-9915-c9ecea7c4b3c,22.0,1.4464611143622748,159.0,122.01832089552238,109.92345277812807,84.35644739009705,10505.161567882571
506,0,0,0,0,0,0,0,0,0,0,9,17,9,17,10,19,10,19,10,20,9,19,9,19,11,20,11,20,"Wed, 26 Feb 2025 00:00:00 GMT",364,3feafca5-0552-42b9-8781-271240df8ed4,31.0,0.3506109691681933,44.0,41.612126865671634,125.49521797446259,118.68461207701029,10489.139379320395
566,47,18,47,18,47,18,47,18,47,19,47,19,47,19,53,24,54,24,55,24,61,25,64,22,64,22,67,22,"Wed, 26 Feb 2025 00:00:00 GMT",467,b71e4718-1346-40e1-bcc0-0eda122aacb3,89.0,1.2843094802026866,308.0,419.9731343283582,239.81758660801302,327.0030633598368,10066.278693545846
516,9,12,9,12,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,12,20,12,20,12,20,12,20,"Wed, 26 Feb 2025 00:00:00 GMT",426,0ec06cdf-7809-489e-8c64-1bbbbfff3145,32.0,0.8078176009840913,104.0,94.28283582089551,128.74193366585004,116.71302495271117,9992.553506225271
281,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,1,12,"Wed, 26 Feb 2025 00:00:00 GMT",554,6a951496-b3f2-42c9-92c4-bbad79efdf42,13.0,0.6553901464436624,14.0,30.852425373134324,21.361322070476756,47.074899646490806,9920.94829220038
